Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
2017,07,14,15:52:4,2017,07,14,15:52:4,,Trump Says He is ‘Not Joking’ About Covering Border Wall With Solar Panels,"Trump told reporters late Thursday that he is “not joking” about a plan to cover the planned border wall with solar panels." Found at: http://www.breitbart.com/big-government/2017/07/14/trump-says-not-joking-covering-border-wall-solar-panels/,,,,,,,
2017,07,14,15:27:5,2017,07,14,15:27:5,,Report: Trump Efforts to Remake State Department to Reflect ‘America First’ Has Former Officials Nervous,"President Trump is attempting to overhaul the State Department and leave his “America First” stamp on the cumbersome bureaucracy." Found at: http://www.breitbart.com/big-government/2017/07/14/report-trump-efforts-to-remake-state-dept-to-reflect-america-first-have-former-officials-nervous/,,,,,,,
2017,07,14,07:42:1,2017,07,14,07:42:1,,7 Priorities for Trump’s Legal Immigration Overhaul,"As the Trump Administration reviews reforms to the immigration system, seven priority measures emerge." Found at: http://www.breitbart.com/texas/2017/07/14/seven-priorities-for-trumps-legal-immigration-overhaul/,,,,,,,
2017,07,14,05:31:3,2017,07,14,05:31:3,,Report: Trump Lawyers Want to 'Wall Off' Jared Kushner From the President,"President Trump’s lawyers are looking to “wall off” Trump son-in-law Jared Kushner from discussing the Russia controversy with the president." Found at: http://www.breitbart.com/big-government/2017/07/14/report-trump-lawyers-want-wall-off-kushner-president/,,,,,,,
2017,07,13,09:44:1,2017,07,13,09:44:1,,Trump May Let DACA Die by Declining to Defend It in Court - Breitbart,"President Donald Trump may keep his campaign promise to rescind DACA by allowing a lawsuit by Texas and ten other states to go undefended." Found at: http://www.breitbart.com/california/2017/07/13/trump-may-let-daca-die-by-declining-to-defend-it-from-legal-challenge-says-dhss-kelly/,,,,,,,
2017,07,12,15:27:2,2017,07,12,15:27:2,,Maine Democrat Threatens to Make Trump a ‘Half Term’ President in Facebook Rant,"A Maine lawmaker threatened President Donald Trump in an unhinged Facebook tirade Tuesday, before deleting the post." Found at: http://www.breitbart.com/big-government/2017/07/12/maine-democrat-threatens-make-trump-half-term-president-facebook-rant/,,,,,,,
2017,07,12,07:25:2,2017,07,12,07:25:2,,Philips Moving 200 U.S. Manufacturing Jobs to Germany,"A total of 200 American manufacturing jobs will be outsourced to Germany as another plant shutters." Found at: http://www.breitbart.com/texas/2017/07/12/philips-moving-200-u-s-manufacturing-jobs-germany/,,,,,,,
2017,07,11,11:39:4,2017,07,11,11:39:4,,EXCLUSIVE--Polish Govt: Trump's Perceived 'Friendliness' With Russia No Concern After Warsaw Speech,"Polish government sources have said the nation's concerns over Trump's relationship with Russia "evaporated" during his recent trip to Warsaw" Found at: http://www.breitbart.com/big-government/2017/07/11/exclusive-polish-govt-trumps-perceived-friendliness-with-russia-no-concern-after-warsaw-speech/,,,,,,,
2017,07,11,09:27:2,2017,07,11,09:27:2,,Farm Lobby Pushes Amnesty for Low Skilled Visa Over-stays,"Since President Donald Trump’s inauguration, the farm lobby has demanded access to cheaper, foreign workers through the H-2A visa program." Found at: http://www.breitbart.com/texas/2017/07/11/farm-lobby-pushes-amnesty-low-skilled-visa-stays/,,,,,,,
2017,07,11,07:54:0,2017,07,11,07:54:0,,Illegal Aliens Self-deporting amid Stricter Enforcement, Says Report,"Trump’s executive orders to increase enforcement and follow existing immigration law is leading some illegal aliens to self-deport." Found at: http://www.breitbart.com/texas/2017/07/11/illegal-aliens-self-deporting-amid-stricter-enforcement-says-report/,,,,,,,
2017,07,11,07:02:4,2017,07,11,07:02:4,,Trump Admin Halts Obama Loophole for Foreign Nationals,"An Obama loophole for foreign nationals wanting to come to the United States has been halted for at least a year by the Trump Administration." Found at: http://www.breitbart.com/texas/2017/07/11/trump-admin-halts-obama-loophole-foreign-nationals/,,,,,,,
2017,07,10,10:38:0,2017,07,10,10:38:0,,L.A. Times Calls for Trump to 'Disband' 'Sham' Voter Fraud Commission - Breitbart,"The Los Angeles Times published a lengthy editorial Friday dismissing Trump’s voter fraud commission as a “sham.”" Found at: http://www.breitbart.com/california/2017/07/10/la-times-voter-fraud-deniers-call-for-trump-to-disband-his-sham-commission/,,,,,,,
2017,07,09,12:29:1,2017,07,09,12:29:1,,First Trump Inauguration 'Blac Bloc' Anarchist Sentenced to Prison,"A federal judge sentenced one of the 234 people arrested during rioting in Washington, D.C. on Inauguration Day to prison." Found at: http://www.breitbart.com/texas/2017/07/09/first-trump-inauguration-blac-block-anarchist-sentenced-to-prison/,,,,,,,
2017,07,09,12:15:2,2017,07,09,12:15:2,,Fashion Notes: Melania Trump's Pop-Art Delpozo Dress Sells Out After Poland Speech,"The eye-catching dress from the famed Spanish designer had been available online before Trump's speech, but sold out quickly afterward." Found at: http://www.breitbart.com/big-hollywood/2017/07/09/fashion-notes-melania-trump-sells-out-pop-art-dress-she-wore-for-poland-speech/,,,,,,,
2017,07,09,11:56:2,2017,07,09,11:56:2,,Photos: Melania Trump Sets the Bar In High Fashion For G20 European Tour,"The First Lady wore several stunning ensembles, including a standout dress from Spanish design house Delpozo, during a trip to G20 this week." Found at: http://www.breitbart.com/big-hollywood/2017/07/09/photos-melania-trump-shines-in-glamorous-fashion-for-european-tour/,,,,,,,
2017,07,08,17:26:4,2017,07,08,17:26:4,,Reports: Trump Jr., Kushner Met with Kremlin-Linked Lawyer,"Members of President Trump’s family reportedly met with a lawyer linked with the Kremlin in June of last year" Found at: http://www.breitbart.com/big-government/2017/07/08/reports-donald-trump-jr-jared-kushner-met-with-kremlin-linked-lawyer/,,,,,,,
2017,07,08,12:48:5,2017,07,08,12:48:5,,CNN's Anonymous Source Falsely Claimed Trump Would Not Press Putin on Election Interference,"CNN's anonymous source who claimed President Trump would not press Putin on the election interference during their meeting at the G20 in Hamburg was wrong." Found at: http://www.breitbart.com/big-journalism/2017/07/08/cnns-anonymous-source-falsely-claimed-trump-not-press-putin-election-interference/,,,,,,,
2017,07,08,11:24:4,2017,07,08,11:24:4,,KASSAM: The Economist Panics As Trump Puts Tradition over Globalist Obsessions,"The Economist is panicking because the globalist obsession with democracy as a priority is being challenged by President Trump" Found at: http://www.breitbart.com/big-government/2017/07/08/kassam-the-economist-is-panicking-because-trump-put-tradition-over-democracy-in-poland/,,,,,,,
2017,07,08,08:10:3,2017,07,08,08:10:3,,Soros-Funded Media Panics over Immigration Enforcement,"President Donald Trump’s administration’s enforcement of United States immigration laws is leaving media funded by left-wing billionaire George Soros in a panic." Found at: http://www.breitbart.com/texas/2017/07/08/soros-funded-media-panics-immigration-enforcement/,,,,,,,
2017,07,07,06:36:4,2017,07,07,06:36:4,,Nearly 630K Foreign Nationals Over-stayed Visas in 2016, Says Report,"Almost 630,000 foreign nationals over-stayed their visas and Green Cards in Fiscal Year 2016." Found at: http://www.breitbart.com/texas/2017/07/07/nearly-630k-foreign-nationals-stayed-visas-2016-says-report/,,,,,,,
2017,07,06,18:12:2,2017,07,06,18:12:2,,California Closer to Becoming 'Sanctuary State,' Over Law Enforcement Objections - Breitbart,"The California State Assembly Judiciary Committee approved Democrats' so-called "sanctuary state" bill on Wednesday." Found at: http://www.breitbart.com/california/2017/07/06/democrats-dismiss-law-enforcement-concerns-that-sanctuary-statehood-threat-to-public-safety/,,,,,,,
2017,07,06,15:51:4,2017,07,06,15:51:4,,Adam Shaw: Trump’s Poland Speech is the Final Nail in the Coffin of the Obama Era,"President Trump’s speech in Poland punctuated the end of the Obama era, with an address that couldn't be more opposite to the worldview of President Obama." Found at: http://www.breitbart.com/big-government/2017/07/06/adam-shaw-trumps-poland-speech-is-the-final-nail-in-the-coffin-of-the-obama-era/,,,,,,,
2017,07,06,15:08:3,2017,07,06,15:08:3,,Trump DOJ Urges Court to End Texas Voter ID Lawsuit,"The Trump DOJ filed a pleading Wednesday saying the judge should take no more action in the voter ID lawsuit against Texas." Found at: http://www.breitbart.com/texas/2017/07/06/trump-doj-urges-court-end-texas-voter-id-lawsuit/,,,,,,,
2017,07,06,11:51:2,2017,07,06,11:51:2,,Microsoft Dropping 3K Employees As H-1B Hiring Continues,"Microsoft is expected to lay-off up to 3,000 employees as the tech conglomerate continues to request and hire more foreign help." Found at: http://www.breitbart.com/texas/2017/07/06/microsoft-dropping-3k-employees-h-1b-hiring-continues/,,,,,,,
2017,08,02,16:02:4,2017,08,02,16:02:4,,Ex-Clinton Campaign Chair John Podesta Still Losing Sleep Over Loss to Trump,"John Podesta admitted Wednesday that he is still losing sleep over the Clinton campaign’s inability to beat President Trump in November." Found at: http://www.breitbart.com/big-government/2017/08/02/ex-clinton-campaign-chair-john-podesta-still-losing-sleep-over-loss-to-trump/,,,,,,,
2017,08,02,14:43:2,2017,08,02,14:43:2,,Report: Republicans ‘Heavily Lobbied’ President Trump to Pack Cabinet with Democrats,"Senate Republicans reportedly “heavily lobbied” President Trump during the transition to nominate Senate Democrats to Cabinet positions." Found at: http://www.breitbart.com/big-government/2017/08/02/report-republicans-heavily-lobbied-president-trump-to-pack-cabinet-with-democrats/,,,,,,,
2017,07,31,18:25:2,2017,07,31,18:25:2,,Unpopular Sen. Jeff Flake Attacks President Trump While Pushing His New Book,"Sen. Jeff Flake launched an astonishing attack on President Trump Monday in an article for liberal Politico." Found at: http://www.breitbart.com/big-government/2017/07/31/unpopular-sen-jeff-flake-attacks-president-trump-while-pushing-his-new-book/,,,,,,,
2017,07,31,17:05:2,2017,07,31,17:05:2,,Trump Takes a Populist Turn on Health Care, Puts Insurance Companies and Congress on Notice,"President Trump is taking a more populist approach to health care in the wake of Republican inability to repeal-and-replace Obamacare." Found at: http://www.breitbart.com/big-government/2017/07/31/trump-takes-a-populist-turn-on-health-care-puts-insurance-companies-and-congress-on-notice/,,,,,,,
2017,07,31,06:44:3,2017,07,31,06:44:3,,Trump Asks Why Congress, Insurance Companies Are Exempt from Obamacare Failings,"President Trump asked Monday why insurance companies and Congress aren’t being hit by the failings of ObamaCare." Found at: http://www.breitbart.com/big-government/2017/07/31/trump-asks-congress-insurance-companies-exempt-obamacare-failings/,,,,,,,
2017,07,28,08:59:0,2017,07,28,08:59:0,,Anthony Scaramucci Spends First Days As Comms Director Putting Himself in the Spotlight,"Anthony Scaramucci' series of outbursts -- including an unhinged late-night rant to a liberal reporter -- means the only thing he has put into the spotlight so far is himself." Found at: http://www.breitbart.com/big-government/2017/07/28/anthony-scaramucci-spends-first-days-putting-spotlight/,,,,,,,
2017,07,28,08:11:5,2017,07,28,08:11:5,,Zuckerberg's Open Borders Group Backs GOP, Dem Resurrection of DREAM Act,"Zuckerberg’s organization is backing a bipartisan plan that could potentially legalize an estimated 12-30 million illegal aliens." Found at: http://www.breitbart.com/texas/2017/07/28/zuckerbergs-open-borders-group-backs-gop-dem-resurrection-dream-act/,,,,,,,
2017,07,28,08:03:5,2017,07,28,08:03:5,,Immigration Hawk's Confirmation for USCIS Post Stalled in GOP-Controlled Senate,"President Donald Trump’s pick to head the United States Citizenship and Immigration Services (USCIS) agency has still yet to be confirmed." Found at: http://www.breitbart.com/texas/2017/07/28/immigration-hawks-confirmation-uscis-post-stalled-gop-controlled-senate/,,,,,,,
2017,07,28,06:15:2,2017,07,28,06:15:2,,Twitter Crashes with Tech Stocks at Nose Bleed Prices - Breitbart,"Twitter and Amazon's massive earnings disappointments Thursday shocked Wall Street and bashed the tech indexes." Found at: http://www.breitbart.com/california/2017/07/28/twitter-amazon-crash-with-tech-stocks-at-nose-bleed-prices/,,,,,,,
2017,07,27,11:09:2,2017,07,27,11:09:2,,Delingpole: Trump's Transgender Military Ban Is the Best Thing Ever (*),"Just like The Simpsons when it was good, Trump's ban on transgenderism in the military is great because it works on so many levels." Found at: http://www.breitbart.com/big-government/2017/07/27/delingpole-trumps-transgender-military-ban-is-the-best-thing-ever/,,,,,,,
2017,07,27,09:23:5,2017,07,27,09:23:5,,Open Border Attorneys Beg GOP to Dump Border Wall Funding,"The open borders lobby is demanding the Republican-controlled House and Senate reject funding for President Trump’s proposed border wall." Found at: http://www.breitbart.com/texas/2017/07/27/open-border-attorneys-beg-gop-dump-border-wall-funding/,,,,,,,
2017,07,26,18:37:5,2017,07,26,18:37:5,,Report: Steve Bannon Wants to Hike Taxes on the Very Rich to 44 Percent,"White House Chief Strategist Steve Bannon is reportedly upending traditional right/left divides on tax policy and pushing for a populist tax reform." Found at: http://www.breitbart.com/big-government/2017/07/26/report-steve-bannon-wants-to-hike-taxes-on-the-very-rich-to-44-percent/,,,,,,,
2017,07,26,16:06:3,2017,07,26,16:06:3,,Jeff Sessions Stand Firm, Gains Broad Support as Trump Ramps Up Attacks,"Attorney General Jeff Sessions is standing firm in the face of a barrage of attacks from President Trump." Found at: http://www.breitbart.com/big-government/2017/07/26/jeff-sessions-stands-firm-gains-broad-support-as-trump-ramps-up-attacks/,,,,,,,
2017,07,26,04:42:3,2017,07,26,04:42:3,,U.S.-Australia Refugee Deal Is 'Worst' in Decade, Says Expert,"An Obama-era refugee deal that will resettle more than 1,200 Middle Easterners in the U.S is an apparent departure from "America First."" Found at: http://www.breitbart.com/texas/2017/07/26/u-s-australia-refugee-deal-worst-decade-says-expert/,,,,,,,
2017,07,25,22:20:5,2017,07,25,22:20:5,,Number of Registered Lobbyists Falls 14% in 2017 - Breitbart,"The number of federally registered political lobbyists has fallen by 14 percent thus far in 2017 from the 2016 total." Found at: http://www.breitbart.com/california/2017/07/25/president-trump-draining-swamp-as-lobbyist-spending-plunges-41/,,,,,,,
2017,07,25,09:28:0,2017,07,25,09:28:0,,Michael Steele: Sessions 'Personification of Loyalty' to Trump Personally and Policy-wise,"Michael Steele discusses President Trump's recent treatment of Trump loyalist and early supporter Attorney General Jeff Sessions." Found at: http://www.breitbart.com/radio/2017/07/25/michael-steele-sessions-the-personification-of-loyalty-to-trump-personally-and-policy-wise/,,,,,,,
